rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,phone_number,soc_sec_id,day,month,year,match_id
3767,briony,coffey,17,thomson street,dougie's place,blacktown,2133,vic,03 97035268,4271722,13,06,1921,3767
3768,christopher,hasanagic,78,la perouse street,hillgrove,greensborough,6030,wa,07 64226619,7884828,28,11,1957,3768
3769,isabelle,tidmas,6,mather street,,killabakh creek,5162,tas,07 97483696,8426944,27,06,1998,3769
3770,charlie,goodyer,50,may maxwell crescent,minkara,pennant hills,4703,nsw,07 69617851,8680484,21,03,1983,3770
3771,jacynta,martin,12,arte street,,essendon,4670,qld,,5175651,,,,3771
3772,yasmin,denton,93,o'connor circuit,warrawong,greenwith,3523,,02 17864623,3078096,18,11,1932,3772
3773,chelsea,taylor,11,arinya street,,narellan,4212,vic,04 29500890,8749148,26,06,1917,3773
3774,cassandra,hallion,5,telopea park,,wheelers hill,2126,nsw,08 39983669,4925948,12,10,1978,3774
3775,luke,mooney,8,lowanna street,gleniff,eastwood,2282,nsw,03 74738324,2834847,27,10,1986,3775
3776,mitchell,beattie,13,jennings street,ballarat road,sydney,4112,nsw,03 91554408,1120464,27,04,1930,3776
3777,chloe,hall,5746,hopetoun circuit,cottage,grafton,2257,wa,07 43270593,2051679,11,08,1957,3777
3778,erin,newton-hayes,1,kelleway avenue,,katoomba,2323,nsw,02 29109544,1648978,31,08,1999,3778
3779,ryan,taylor,5,maribyrnong avenue,,mitcham,2099,nsw,02 28213968,2750481,05,10,1927,3779
3780,stephanie,hamill,20,macdonald place,,bayldon,6208,nsw,04 50252262,7692279,29,03,1933,3780
3781,kira,holmes,32,heulin circuit,,ashburton,2640,nsw,04 60539674,6365431,11,11,1922,3781
3782,rosie,graetz,1,sharwood crescent,karri lodge,noosaville,3723,qld,08 49655506,2329002,11,02,1903,3782
3783,daniel,munro,7,kett street,,canberra city,2262,sa,04 70302854,8490881,26,11,1938,3783
3784,harry,koch,18,garrad court,,seaford,3496,nsw,04 29162348,8501987,20,08,1994,3784
3785,indiana,santos,98,warramoo crescent,,mount gravatt,3216,vic,02 36316224,3379198,04,05,1990,3785
3786,finlay,rawlins,8,boult place,,hallett cove,2354,nsw,07 85479188,8678126,14,01,1944,3786
3787,erin,mewett,43,coyne street,adelene village,dover heights,2572,nsw,03 70266094,2747983,22,08,1918,3787
3788,kiandra,boseley,5,,koberg,thorneside,3204,vic,07 09750695,7448433,15,07,1905,3788
3789,barnaby,standfield,39,jiggi place,almond grove,kirwan,2612,vic,07 10306136,2517977,23,10,1949,3789
3790,emiily,delaine,79,officer crescent,,berwick,2192,nsw,07 32861538,8038454,06,07,1909,3790
3791,flynn,miaris,56,crowder circuit,,nudgee,2902,vic,04 11688219,4437041,09,12,1951,3791
3792,shana,,124,boniwell street,glenview,toowong,4740,vic,08 56112823,2736738,05,12,1961,3792
3793,thomas,,109,arthaldo court,,kenmore,3160,qld,02 86131391,1278634,04,06,1922,3793
3794,jordan,grube,16,meredith circuit,,waikiki,3070,qld,07 82449835,8258576,18,10,1936,3794
3795,chloe,fildes,13,johnstone circuit,,potts point,3332,qld,03 69180949,7965042,14,03,1906,3795
3796,arabella,piggott,28,perrin circuit,lindoran,aldinga beach,5159,sa,08 55241778,6240871,02,08,1959,3796
3797,harry,hoffmann,34,mannheim street,,footscray,4655,qld,08 05403657,9134931,22,07,1917,3797
3798,lachlan,russo,9,derrington crescent,,tweed heads,4500,,04 59065711,7983739,19,11,1949,3798
3799,ethan,loke,4,parkhill street,sandridge,wentworthville,2906,qld,04 64981930,4432975,12,01,1925,3799
3800,benjamin,westlake,6,,,vermont south,2072,wa,02 50406415,9660474,19,02,1944,3800
3801,ella,fisher,9,antill street,,kellyville,3121,,04 80378551,4877164,27,12,1918,3801
3802,isabella,mendoza,20,captain cook crescent,,concord,5038,nsw,07 70475881,9225920,26,07,1969,3802
3803,ned,kolar,62,monaghan place,,hoppers crossing,3282,nsw,07 50376946,7860898,06,12,1928,3803
3804,aleisha,fitzgerald,54,ebden street,,north bondi,3075,vic,08 35918762,6512875,21,02,1913,3804
3805,mark,foot,9,nugal place,,forrestdale,2133,vic,04 56091674,3357529,16,06,1908,3805
3806,arabella,wilton,34,hansen circuit,,north ryde,2101,sa,08 18936151,4195199,11,02,1974,3806
3807,,,0,boobialla street,,glenelg north,3196,nsw,08 17527595,8261457,14,01,1912,3807
3808,sonja,drewer,0,ellerston avenue,,gwandalan,4036,nsw,07 02025854,9721236,12,11,1924,3808
3809,erin,dunsmore,265,shirra close,,harvey,6147,tas,08 06565087,4190598,20,02,1979,3809
3810,shelby,vagg,205,bainton crescent,,port macquarie,6281,wa,,8396596,08,09,1991,3810
3811,jackson,cunneen,11,scrivener street,,eaglehawk,5068,qld,02 08510478,6891431,16,08,1941,3811
3812,jasmine,hargraves,34,gurrang avenue,,currumbin waters,2760,sa,08 08879042,4314849,,,,3812
3813,thomas,mujic,3,franks place,,nar nar goon,5052,nsw,03 25136490,1352037,08,01,1914,3813
3814,daniel,scudds,8,dugan street,,fitzroy north,2548,wa,03 46690296,1270621,02,08,1998,3814
3815,cooper,green,41,crisp circuit,,ingham,3107,qld,07 62828497,5854459,23,11,1963,3815
3816,taliah,parkinson,30,morrow street,,point cook,2019,qld,02 46027576,7114791,13,06,1999,3816
3817,james,marrone,12,fitchett street,paisley,bairnsdale,3564,wa,07 37571193,2122677,02,01,1998,3817
3818,liam,vonow,3,wilkinson street,kanowna,coogee,3199,vic,08 44088017,8432898,18,03,1968,3818
3819,desi,hansch,1,lee-steere crescent,monash university,baulkham hills,3149,qld,03 43990007,1110675,,,,3819
3820,daniella,dixon,3,derrington crescent,,sebastopol,4215,sa,02 20601689,4221336,24,01,1974,3820
3821,monique,pearce,27,brisbane avenue,,asquith,3226,tas,08 07569338,2723325,,,,3821
3822,david,kenny,155,gregson place,,milton,3218,vic,04 89375348,3846594,10,09,1931,3822
3823,andrew,rose,76,macdonnell street,lynnlee,jindera,2154,vic,07 37434629,9979349,02,04,1932,3823
3824,lily,braes,28,minnta place,gladstone,morwell,3169,tas,03 50290997,3837230,,,,3824
3825,blake,gilgora,26,kellermann close,,sarina,3081,vic,03 43914013,6279406,27,07,1934,3825
3826,liam,drew,131,rapanea street,rmbr 916,orange,2257,vic,07 79271320,8457115,14,08,1976,3826
3827,katelin,brown,14,badimara street,,cooma,2650,nsw,04 24055742,6956187,,,,3827
3828,alyssa,hill,24,lovekin place,mirrabooka,shellharbour,5157,wa,08 95521887,9313324,08,01,1929,3828
3829,kristen,hamlyn,27,paul coe crescent,,kingsford,3364,tas,02 67357170,1218263,14,02,1999,3829
3830,flynn,,192,atherton street,john murley house,broadbeach,4074,vic,03 91260233,7887044,17,09,1953,3830
3831,juliana,donnelly,20,weston street,cottage rn east,gateshead,2290,qld,08 91811450,7940607,27,04,1912,3831
3832,elly,boxhall,347,hedger street,,centenary heights,2573,vic,04 26047796,6827923,10,08,1902,3832
3833,asha,laws,35,richmond street,mollesmain,victor harbor,3199,nsw,03 10108321,4843664,08,12,1940,3833
3834,jarred,ruiz,229,,,toorak,3214,wa,03 74982936,1397377,29,08,1918,3834
3835,danielle,gunning,14,rivett street,portside appartmen,coffs harbour,2621,wa,04 18050026,1472518,05,03,1960,3835
3836,imogen,france,29,muecke place,tassajara,ormiston,4506,,,8107715,08,07,1982,3836
3837,gabrielle,beynon,54,maribyrnong avenue,,berowra heights,3079,,04 36278101,2568862,10,05,1908,3837
3838,lukas,featherston,93,elliott street,,wagga wagga,5045,nsw,03 43187974,7551655,12,08,1958,3838
3839,keely,cremona,8,booroondara street,parkland village,randwick,3068,vic,03 20565584,3105007,29,08,1918,3839
3840,talyah,sherrah,18,victor place,nareen garden,carlingford,3121,wa,04 64405386,6071750,18,09,1992,3840
3841,henry,ransome,369,,newman medical centre,cranebrook,3847,sa,08 30173615,9539880,18,09,1965,3841
3842,phillip,edwards,34,pokana circuit,,tempy,3350,qld,03 25846152,1007190,01,04,1958,3842
3843,isabelle,kay,7,green street,,brunswick west,2072,nsw,04 04063024,7015655,24,11,1948,3843
3844,lachlan,quinn,48,magrath crescent,,newlands arm,3191,sa,03 19460958,4166203,31,01,1996,3844
3845,emma,connelly,264,tewksbury circuit,,wurtulla,4060,vic,07 84581411,7175309,24,02,1910,3845
3846,james,o'brien,11,mchugh street,,westmead,5043,sa,08 87744712,1989161,12,04,1928,3846
3847,samantha,storch,26,newdegate street,,werribee,4806,wa,03 83266816,4538110,,,,3847
3848,naomi,long,4,irvine street,,broadford,3127,,04 17687283,8718405,07,02,1953,3848
3849,lachlan,elliott,0,summerland circuit,,grovedale,2000,vic,08 36398114,2384433,02,08,1997,3849
3850,mitchell,taylor,74,conway place,,granville,4218,vic,02 21837214,6070865,,,,3850
3851,tanyshah,schenke,24,hawker street,wallaringa,mount taylor,4064,nsw,02 90697312,5480895,08,05,1955,3851
3852,oliver,winterburn,62,northbourne flats,,northcote,2034,qld,04 26186651,7357964,28,09,1927,3852
3853,troy,wycik,39,scarlett street,philpie town,yinnar,6056,wa,08 01440798,8501069,20,02,1973,3853
3854,jacob,taylor,15,fisken crescent,,chelsea,3260,nsw,04 11081258,5347754,22,11,1927,3854
3855,joel,crowe,18,purser street,cooinda,tieri,4005,sa,03 81316675,7740073,,,,3855
3856,abby,mcdonald,15,shakespeare crescent,pindari,glenalta,3079,,04 26107079,4192063,09,05,1931,3856
3857,mitchell,lee,137,louisa lawson crescent,tanderra,middle park,6027,vic,07 32577560,3639909,23,09,1990,3857
3858,gianni,may,19,lister crescent,glebe garden,greensborough,0,vic,03 11409123,9902204,18,09,1995,3858
3859,imogen,smith,21,cossington smith crescent,barry parade,seven hills,2042,sa,02 80057749,1033191,30,09,1917,3859
3860,kadin,donovan,11,yelland place,orange grove,gosford,2324,nsw,07 25429935,3064738,16,09,1958,3860
3861,amalia,misic,38,springvale drive,,koolewong,3072,vic,,8573404,12,05,1916,3861
3862,oscar,steele,8,wolstenholme street,,budgeree east,2448,wa,08 54503983,4749009,15,06,1918,3862
3863,alexander,hunter,32,beltana road,goomalibee park,monterey,2176,wa,03 58289436,5071324,16,08,1950,3863
3864,sophie,eickhoff,6,tong place,orana,ardross,4053,qld,08 23255607,5512873,12,03,1954,3864
3865,robbie,lyons,25,tepper circuit,,wendouree,2155,,03 61759937,6246914,07,09,1914,3865
3866,liam,johannessen,5,carleton street,maxwellton estate,raymond terrace,7051,vic,02 51436785,5796940,25,11,1990,3866
3867,emiily,hughes,45,osborne place,,bateau bay,5267,qld,02 60177322,3046529,11,05,1932,3867
3868,kelsey,bails,13,,,avalon,2070,nsw,02 53203387,9183303,29,04,1926,3868
3869,sonja,munianby,17,wentworth avenue,,geelong west,4113,wa,07 07128438,4049644,15,03,1955,3869
3870,amy,muir,40,empire circuit,,camperdown,6019,nsw,04 61728612,8665399,03,05,1976,3870
3871,alexandra,graue,12,poynton street,banksia house,clayton,3155,vic,07 81264008,9656725,27,02,1951,3871
3872,xavier,lee,20,bemm place,,wynnum,3802,nsw,02 98645779,8724882,,,,3872
3873,liam,holmes,61,healy street,,airport west,4355,vic,07 85282754,5593238,18,03,1981,3873
3874,philip,matthews,5,ellerston avenue,georill park,malanda,5607,nsw,07 04709778,4688117,20,09,1994,3874
3875,daniel,cadona,92,dookie street,,picton,2095,,07 04302527,7936949,19,03,1965,3875
3876,jasper,pit,76,rapanea street,,balmain,7173,wa,02 20625795,2501880,12,01,1963,3876
3877,charlotte,fleming,3,payne place,carlyle garden,hermit park,2205,,03 38265367,7047744,31,08,1901,3877
3878,alexandra,horton,17,ironside street,bell place (cnr link w way,dee why,4300,wa,07 44418117,8915709,03,09,1952,3878
3879,nicholas,melville,8,bromell circuit,bindaree,middle park,2282,vic,04 01534399,9250025,13,11,1975,3879
3880,kaitlyn,parkins,1,alura place,briarleigh,toowoomba,4717,vic,03 55209112,6328275,27,04,1916,3880
3881,amy,alford,21,clive steele avenue,,kalamunda,3931,,04 02305546,9543272,24,11,1920,3881
3882,jade,thiele,36,teague street,sandyvale,trevallyn,2220,nsw,04 92193212,2669332,13,10,1937,3882
3883,emmet,nargee,8,laptz close,,linden park,2088,wa,03 12612442,1357611,,,,3883
3884,mitchell,donovan,24,michie street,,claymore,2046,,04 80857042,2185345,21,06,1937,3884
3885,michael,moroney,41,percival street,,brighton,3046,tas,04 77613128,7873272,21,12,1928,3885
3886,joshua,stearnes,53,willis street,,calare,6107,sa,02 47552203,3118465,04,03,1942,3886
3887,alexandra,elmslie,8,,,maddington,0,wa,04 57979161,5549143,21,04,1973,3887
3888,connor,smith,16,tauss place,,rockhampton,3201,nsw,04 82777516,3446653,,,,3888
3889,emma,prestwood,0,belconnen way,,seaholme,4034,,03 00451174,6611185,16,12,1909,3889
3890,tahlia,marsden,8,dwyer street,,capalaba,3175,qld,02 33191596,9956713,14,10,1993,3890
3891,lachlan,taylor,16,langdon avenue,,nerang,5680,tas,04 76727348,8290770,09,11,1968,3891
3892,william,beal,211,dennis street,,newtown,4218,vic,08 23728690,7249060,,,,3892
3893,meggie,zuljic,0,cosgrove street,farm cottage 2,seaford,2026,nsw,03 34609160,6981316,07,01,1988,3893
3894,jacob,leschke,56,snowden place,tanglewood,moss vale,3851,,04 35729900,5828312,22,10,1940,3894
3895,lucas,stewart,75,tazewell circuit,karralika,panorama,2251,nsw,08 72156128,1508460,14,08,1997,3895
3896,simon,iles,8,downard street,villa paradoisio,kallaroo,3046,vic,04 94009277,9629329,29,11,1954,3896
3897,felicity,jack,15,,,wollstonecraft,2117,qld,04 50779964,4600710,02,04,1919,3897
3898,bradley,bull,23,pye place,,dubbo,4074,tas,02 54211129,9392578,06,02,1965,3898
3899,delaney,dalton,0,namadgi circuit,normanville mews,moruya,5558,wa,07 46751686,3510087,14,01,1930,3899
3900,mikayla,henningsen,24,henry street,,corio,6062,qld,04 20730859,3252800,04,12,1909,3900
3901,lachlan,schahinger,2,archel place,,cockatoo,3058,vic,02 58143772,1902001,03,05,1916,3901
3902,thomas,kellaway,23,erwin place,,coburg,3000,vic,03 26981725,6093570,04,02,1945,3902
3903,chloe,o'connor,108,dooley place,,mount martha,2131,nsw,07 48089819,1793365,20,04,1951,3903
3904,jack,may,19,kirkwood crescent,tooronga,kew,3138,sa,04 64222591,5790297,28,11,1945,3904
3905,christian,richardson,360,morrison street,,molendinar,3976,vic,07 50233749,8836090,27,04,1933,3905
3906,oakleigh,blyth,9,city walk,,carina,2029,qld,04 97609947,4821995,06,03,1974,3906
3907,devan,rehn,14,hinkler street,,bowral,3046,nsw,04 98530693,9126242,04,01,1902,3907
3908,esther,elmore,265,liffey circuit,hartswood,werribee,2489,,02 44239959,9255754,02,07,1908,3908
3909,chloe,francey,14,chalker circuit,villa 46,hilton,4510,nsw,03 14747860,5410720,03,05,1977,3909
3910,michael,fox,16,strachan place,benambra,strathfield,0,wa,08 47941520,9199142,02,02,1983,3910
3911,jai,kuhlmann,7,mcculloch street,,lake grace,3151,nsw,07 48970010,1941048,11,03,1978,3911
3912,keely,stephenson,8,larakia street,,new town,3030,nsw,,5809147,12,08,1914,3912
3913,jayden,croxton,18,auburn street,,devonport,2477,qld,07 38328990,6241583,26,01,1932,3913
3914,katelin,magee,42,inkster street,woodstock park,st kilda,6725,,02 37046555,2587266,25,08,1984,3914
3915,toby,heins,82,temperley street,rp 12444,prestons,7250,,08 68922107,1628650,23,05,1991,3915
3916,courtney,tapp,245,noala street,,wentworth falls,4075,,04 70187040,3031732,06,10,1907,3916
3917,ella,battle,10,sproule circuit,,maleny,3089,wa,08 42580795,3600389,,,,3917
3918,nathan,gregory,18,sherbrooke street,,dapto,3188,act,02 37953820,1870922,,,,3918
3919,lauren,moreton,27,kallara close,kurrumbulla,salisbury heights,4217,nsw,07 40371852,4204195,24,05,1939,3919
3920,claudia,elvins,61,daplyn close,,bomaderry,2066,vic,03 39673885,4550775,05,02,1918,3920
3921,eliza,grotto,36,de smet place,immanuel gardens retirement vlge,blackburn north,3337,,04 83158897,4598961,31,08,1943,3921
3922,connor,,29,damala street,,,2506,qld,03 69914808,7247246,16,05,1996,3922
3923,stephanie,medhurst,2,livingston avenue,,jimboomba,2066,qld,02 17767133,2054792,01,03,1998,3923
3924,john,hoey,10,beazley crescent,,parkville,4870,vic,04 52831039,8429253,03,11,1969,3924
3925,danielle,wilson,126,burnett street,estuary house,balwyn north,2830,vic,,6282700,14,06,1927,3925
3926,erin,bound,70,burkitt street,,spotswood,4650,nsw,03 42826062,4147771,30,07,1945,3926
3927,benjamin,pamment,26,embling street,wattle hills,kings langley,4350,vic,08 45966067,5285982,20,01,1917,3927
3928,ruby,nguyen,704,mcauliffe court,noosa fair,eagleby,3184,nsw,07 09794266,1393548,18,04,1938,3928
3929,caitlin,symes,188,archibald street,,lithgow,4109,nsw,08 97103062,1010796,,,,3929
3930,amy,thornley,16,topp place,,eglinton,2765,,08 74391042,4603070,22,09,1949,3930
3931,jaslyn,denton,1,hannan crescent,tallangar,devonport east,4570,vic,02 76502768,5118180,02,09,1920,3931
3932,samuel,,10,flecker place,,glen waverley,4112,vic,03 58880228,1290084,29,04,1961,3932
3933,ryan,wilson,263,boake place,cobbedah,beckenham,5112,vic,03 93756184,9624093,,,,3933
3934,caitlin,little,65,beazley crescent,woodport,emerald,4122,nsw,08 93557803,1308498,,,,3934
3935,michael,mcintosh,4,biffin street,,horsley,2259,nsw,04 76627547,8081173,14,01,1940,3935
3936,alice,hodge,4,crommelin place,,wurtulla,3214,vic,08 32318554,3940971,22,09,1945,3936
3937,chelsie,pomeroy,6,newmarch place,trishlen,northcote,5461,,03 33376704,4211991,03,07,1922,3937
3938,angelina,stamp,81,antis street,,monbulk,2044,nsw,02 99342358,9740787,10,12,1927,3938
3939,jayden,kiessling,321,ligar place,house 3 nambi stn,robina,2612,nsw,,5493510,04,01,1912,3939
3940,kai,mackereth,10,moore street,yallaroo,junee,6152,sa,02 20725921,9349369,29,12,1917,3940
3941,emiily,schmidt,6,cutbush street,the meadows,preston,4226,,08 49421682,4439168,25,08,1966,3941
3942,jake,ellis,10,stephen street,,mudgee,3230,tas,02 51106915,7970112,13,10,1900,3942
3943,cain,watson,24,burtt crescent,,paddington,6064,tas,04 97258096,1264940,19,06,1922,3943
3944,caitlin,gaynes,55,leahy close,myuna,springfield,6281,wa,04 00715137,9381717,21,01,1936,3944
3945,tarnia,lockwood,160,yarrow place,,dubbo,2448,qld,,1447087,18,07,1997,3945
3946,braedon,bates,78,sherlock street,avonlea,umina,5044,act,07 87783834,2715279,04,02,1919,3946
3947,jack,earle,10,beardsmore place,living waters,port kembla,6210,nsw,08 95708616,3658596,30,08,1971,3947
3948,max,mead,9,totterdell street,wattle ridge,pascoe vale,4172,nsw,08 98061025,5329541,,,,3948
3949,zakariah,eastley,6,shepherd street,,albert park,2020,vic,04 17894992,3056225,05,03,1909,3949
3950,mitchell,,14,brebner street,,port kembla,3109,qld,07 61703094,9454060,17,08,1991,3950
3951,madison,liu,11,,,carisbrook,2548,vic,07 65821638,3556493,03,07,1947,3951
3952,jessica,butterfield,58,,,manly,2615,nsw,04 13402417,5731316,09,11,1949,3952
3953,emiily,cartwright,7,meyers place,green hills,wauchope,4184,vic,04 91659708,9786531,21,10,1938,3953
3954,zac,kociolek,83,hopegood place,the hermitage,tuart hill,6105,vic,07 55135615,7999100,22,03,1924,3954
3955,bradley,goss,130,officer crescent,,newry,5108,vic,,5136072,12,07,1991,3955
3956,annika,harpas,100,,nymphsvale,edmonton,4217,,03 55596921,8812023,12,10,1956,3956
3957,madeleine,osgood,11,iterra place,,laverton,2745,wa,07 23640050,1640787,13,10,1928,3957
3958,maxin,bekesi,19,daly street,,shellharbour,5065,nsw,04 82494731,1733918,15,01,1983,3958
3959,kirrah,wright,123,thomson street,,the gap,3675,,04 40861739,4628790,10,02,1973,3959
3960,erin,herweynen,22,rubbo crescent,,boronia,3912,qld,02 29610820,4559783,11,03,1967,3960
3961,emiily,pinnington,3,atherton street,bushy park,prospect,5024,qld,02 84574894,8873104,13,07,1975,3961
3962,chloe,landers,4,fullerton crescent,,coldstream,2285,vic,08 71034408,3779870,14,04,1929,3962
3963,lucas,peck,62,dixson circuit,,bluewater,3175,vic,03 67467152,8153666,15,03,1947,3963
3964,christian,chevalier,101,atherton street,,cheltenham,4227,vic,04 68598544,3174775,20,08,1944,3964
3965,reuben,allan,13,aston crescent,,blacktown,3183,qld,08 03990684,8224409,07,07,1996,3965
3966,amy,misopapas,67,mellor circuit,berwick,,4670,nsw,07 90210127,5326695,23,10,1997,3966
3967,alana,walker,3673,giliruk crescent,,montrose,4311,vic,08 01329206,4206536,06,01,1966,3967
3968,matthew,edwards,103,springvale drive,,tenambit,2444,nsw,02 44492976,7070808,20,08,1997,3968
3969,luke,rice,14,chewings street,,clifton hill,3182,nsw,03 29939930,8253045,08,12,1928,3969
3970,lani,haddad,217,lansell circuit,,happy valley,2567,vic,02 20308234,4644673,13,08,1985,3970
3971,olivia,knott,51,fawkner street,,labrador,3132,,02 39829836,7309006,17,03,1981,3971
3972,luke,ryan,62,amaroo wallaroo road,,thirroul,2040,nsw,04 31164941,2876210,27,04,1943,3972
3973,vanessa,rooney,30,jenner court,alora garden,upwey,6461,vic,07 11550119,9307027,26,10,1935,3973
3974,timothy,lyon,67,de smet place,the village apt 14,oatley,6155,sa,,3328149,14,01,1995,3974
3975,isaiah,vicendese,21,hodgson crescent,,bathurst,3072,nsw,08 98998959,6191405,12,06,1993,3975
3976,megan,kuerschner,65,barlow street,merryvale duncans,manly vale,4721,sa,08 34604910,7562026,09,09,1933,3976
3977,blade,macleod,9,wise street,woodlands,keperra,2905,nsw,07 54717986,4309323,20,07,1921,3977
3978,courtney,williams,9,denny street,,wellington point,3021,nsw,03 22506518,4500501,02,01,1935,3978
3979,rebekah,spano,25,wakelin circuit,,caulfield south,800,vic,03 34749129,1162756,12,06,1985,3979
3980,katelin,campbell,1,rowntree crescent,,canterbury,3199,nsw,07 02855443,9422146,18,11,1925,3980
3981,kayla,cook,3,gouger street,mitchell-rose,clare,2166,,02 26795320,9710976,30,03,1901,3981
3982,wade,evans,5,healy place,,bidwill,4703,vic,04 96320628,6962310,09,12,1949,3982
3983,ruby,mcleay,7,eyre street,,belmont,6110,vic,03 93243091,8212790,02,01,1969,3983
3984,,walker,35,mcvey place,,southport,5085,nsw,08 53262511,2496951,28,07,1994,3984
3985,eliza,hein,86,gudgenby close,,ferny creek,3038,nsw,02 77383279,1102078,22,02,1975,3985
3986,xavier,weymouth,172,taylor street,,kiama,6025,,07 10141237,3462803,,,,3986
3987,david,hormazabal,19,roebuck street,,crookwell,3283,qld,02 86173002,8142612,22,01,1980,3987
3988,tiffany,taylor,12,crisp circuit,,macgregor,2031,vic,08 01350352,6576667,08,01,1965,3988
3989,sophie,dolman,6,totterdell street,,welland,2485,sa,07 29209632,8495165,27,09,1986,3989
3990,arabella,hill,8,balonne street,colooli village,rossmoyne,3148,,04 26648241,7700329,26,04,1937,3990
3991,breeanne,bui,65,cottrell place,,nareen,4105,vic,07 56545696,6704477,25,03,1994,3991
3992,isaiah,,1232,mayo street,,monash,4034,nsw,02 86372615,5961030,21,11,1937,3992
3993,eloise,doolan,292,hodgson crescent,,boronia,2871,vic,04 43653244,9237570,16,12,1900,3993
3994,benjamin,pollard,20,carbeen street,,kensington,2210,nsw,07 67824784,7449177,24,01,1941,3994
3995,toby,quattrocchi,30,mileham street,scala house,werris creek,2615,vic,02 71132894,9469227,05,09,1902,3995
3996,robbie,hove,1,woinarski place,,sunrise beach,2145,,04 31444001,8250403,18,11,1933,3996
3997,,palatinus,45,charlotte street,,frankston,2500,vic,07 64476063,7735177,24,03,1903,3997
3998,charlie,hurst,41,dalrymple street,,rockhampton,0,nsw,02 88859057,7539207,14,05,1904,3998
3999,nemesia,baker,14,peake place,,belmont,3156,wa,02 11734603,5967466,24,06,1932,3999
4000,james,sribar,32,higgerson street,,buderim,2550,nsw,08 14961604,9483217,04,02,1933,4000
4001,kaysey,hayter,4,colefax place,cutler vlge,bendigo,5169,qld,07 94922043,8392080,05,01,1940,4001
4002,richard,mcgee,30,stretton crescent,,windsor,3174,qld,03 58258334,6269515,06,01,1936,4002
4003,nicholas,butson,6,woralul street,,lilyfield,5006,,03 19894220,7718094,05,03,1956,4003
4004,bertie,boate,18,lapsley street,,swan hill,3337,vic,04 34251615,4898530,12,08,1913,4004
4005,amy,lanyon,12,frayne place,breconshire estate,golden beach,3555,vic,08 36879484,6785962,19,07,1939,4005
4006,nathan,smith,963,mawson drive,,red cliffs,6152,,08 20116052,1496480,,,,4006
4007,reganne,david,31,casuarina street,kerrimbilla,palm beach,2142,nsw,03 81077832,2507972,20,03,1903,4007
4008,talia,mcgrath,25,tipiloura street,,bacchus marsh,2065,,07 06589001,5557815,29,08,1992,4008
4009,benjamin,inns,1150,fawkner street,dalriada,bellbird park,4702,nsw,03 72479028,2063805,11,07,1920,4009
4010,alia,wills,48,britten-jones drive,,tenterfield,3172,tas,08 39364858,6532912,03,07,1946,4010
4011,james,,6,barber crescent,,castle hill,3912,qld,02 02541103,3629235,10,11,1940,4011
4012,noah,fulton,165,mcwhae circuit,,marangaroo,2114,qld,07 76627261,5444174,,,,4012
4013,elizabeth,pope,8,parkhill street,,highton,5341,sa,08 21957468,2714744,29,12,1936,4013
4014,dale,,20,forbes street,,klemzig,870,vic,03 68431755,2837619,28,11,1966,4014
4015,shenae,parker,1,carrington street,,warnbro,7171,tas,03 71752799,7041923,26,04,1936,4015
4016,john,edwards,16,,mt piper,rosedale,2257,nsw,02 99740658,1230344,26,06,1943,4016
4017,andrew,hosking,4,gymea street,,townsend,5083,vic,04 26315742,6629433,17,02,1928,4017
4018,jackson,bright,23,blamey crescent,,kalangadoo,3926,vic,07 44839591,8384935,29,03,1986,4018
4019,zali,macpherson,109,castley circuit,,campbelltown,6149,wa,07 24620161,6728769,15,06,1998,4019
4020,emiily,apostolopoulos,7,earle place,,deception bay,4565,vic,04 11526609,3644349,10,08,1960,4020
4021,olivia,vaninetti,32,rylah crescent,,redfern,4508,qld,04 86004783,2010485,08,09,1917,4021
4022,brandon,johnson,42,lowrie street,,beaumaris,5043,sa,04 73081113,6804921,05,12,1961,4022
4023,alicia,dawson,43,mcclintock street,,rye,3056,vic,07 48471302,1485895,21,03,1957,4023
4024,maliah,melville,4,macumba place,serendipity,albury,2641,nsw,08 56973502,7817316,21,12,1967,4024
4025,joshua,edwards,94,medley street,,monbulk,2537,wa,07 14915830,2586082,27,05,1961,4025
4026,jordan,osman,9,wybalena grove,kanangra,allawah,2042,,04 26700085,3652566,,,,4026
4027,max,bennett,490,antill street,,horsham,5608,sa,08 43547221,7645860,23,06,1937,4027
4028,joel,cutri,31,james smith circuit,,willunga,2430,qld,02 82327613,8074908,29,04,1910,4028
4029,jesse,foster,100,mellor circuit,kurrajong,lady barron,2121,wa,03 44399752,2932726,23,12,1957,4029
4030,amber,chung,5,galibal street,,glendonbrook,3130,,02 95615306,8134286,08,11,1943,4030
4031,oscar,elefsen,17,leahy close,,finley,6220,nsw,07 41555985,1346410,18,04,1945,4031
4032,alexander,kemp,50,hillebrand street,bogan gate stud,runcorn,4817,vic,08 27464240,3843445,11,03,1984,4032
4033,shandril,iles,3,barnett close,ainslie house,ormeau,3084,nsw,08 42100868,2150097,19,12,1993,4033
4034,alysha,stewart,8,brereton street,,albury north,5212,vic,03 89135725,3425572,28,10,1969,4034
4035,olivia,thompson,14,pollock street,,legana,2830,qld,08 91140772,9912298,09,04,1934,4035
4036,alisa,mclean,26,donnan street,,huonville,2046,vic,03 61405682,3389171,31,05,1983,4036
4037,charles,fairhead,9,bemboka crescent,brentwood vlge,rooty hill,2299,qld,07 04644840,7147022,,,,4037
