rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,phone_number,soc_sec_id,day,month,year,match_id
1337,charles,staltari,9,canaway place,,alstonville,2325,sa,04 67333022,6231668,,,,1337
1338,spencer,haynes,157,mcmaster street,holmwood,rutherglen,2263,wa,03 47934095,6963454,05,06,1904,1338
1339,kirra,galia,12,hazel smith crescent,compton village,rockdale,2042,qld,,5380144,17,12,1969,1339
1340,joe,eberhardt,11,fuller street,karingal homes,lockyer,3223,qld,02 72635869,1491646,30,09,1973,1340
1341,tyrone,hughes-jones,3,broadsmith street,,port macquarie,4500,,07 74670021,8861146,16,05,1913,1341
1342,joshua,peek,34,stuart street,,frankston,2148,,02 24856045,9990024,15,05,1925,1342
1343,trey,turnbull,30,kerrigan street,,knoxfield,3057,wa,04 47985067,1186095,20,09,1950,1343
1344,trevor,stringer,20,lutwyche street,sectn 6 crown allotment,vermont south,2284,nsw,04 81708149,5792300,10,11,1963,1344
1345,briley,curtis,13,castleton crescent,fairdale,guildford,3350,nsw,02 62939794,6653410,21,10,1955,1345
1346,olivia,rhodes,233,baynton street,,hurstville,2131,,07 93849500,2989877,24,01,1912,1346
1347,bailey,morgans,7,clive steele avenue,,riverton,2170,nsw,07 29776256,9018652,14,10,1963,1347
1348,ellouise,parker,55,,circle valley farm,para vista,2088,,03 71747257,9374412,29,01,1999,1348
1349,william,tan,46,clancy street,hobart private hospital (cnr argyle),lakemba,2549,qld,03 08759012,8467445,26,01,1962,1349
1350,emiily,bosnakis,15,kingston street,,watsonia,4812,qld,04 06503566,7508235,23,05,1957,1350
1351,hannah,pelham,128,eugenia street,,usher,2650,,07 21310880,1548616,08,08,1918,1351
1352,chelsea,james,69,yarrow place,,corowa,2470,vic,08 54016306,6590139,20,05,1927,1352
1353,matthew,tripodi,17,moorhouse street,,collaroy,4215,qld,04 37564961,9854867,16,03,1943,1353
1354,lauren,collins,32,alice jackson crescent,,como,2759,wa,08 99269154,9155350,19,05,1990,1354
1355,brianna,harding,54,,picton veterinary hosptl,beaufort,3673,nsw,08 42551069,4551306,13,11,1983,1355
1356,madeleine,saunders,34,burnett street,,robertson,2680,sa,08 54207746,5435400,17,11,1939,1356
1357,william,simpson,310,,bellevue,liverpool,2518,vic,02 08088261,4072683,05,12,1988,1357
1358,dayna,jacobs,8,florence taylor street,ra 27170,toowoomba,4125,nsw,03 42645577,7788089,13,06,1925,1358
1359,brooke,atkinson,1,mort street,,parafield gardens,2528,nsw,03 21024920,2189203,11,06,1982,1359
1360,genevieve,mcdonald,40,pennefather street,,cottesloe,3126,nsw,08 92201041,7011335,15,05,1952,1360
1361,michaela,scott,30,lipscomb place,,tumbulgum,6148,nsw,08 53871506,9908749,13,03,1951,1361
1362,alex,rich,76,hytten place,,howard springs,3171,,04 99795930,4455829,07,11,1962,1362
1363,hugo,copping,34,grainger circuit,sanctuary village,ferntree gully,2064,nsw,03 42498162,1489142,21,08,1905,1363
1364,phoebe,presley,28,gosse street,,moonah west,4127,wa,04 80513128,2052398,04,02,1970,1364
1365,william,spooner,16,forbes street,,forrest beach,5073,nsw,03 67114264,9346258,11,02,1977,1365
1366,eva,kimberley,19,mcleod place,,berala,3201,vic,03 00901227,1576851,,,,1366
1367,brody,hill,27,buru close,,bombala,2223,qld,08 90871763,1743897,29,05,1903,1367
1368,charles,hutton,29,symers street,apt 4,toowoomba,7117,nsw,08 49748930,1971035,13,12,1944,1368
1369,isabelle,brigg,101,heagney crescent,,lower king,4680,nsw,02 58506762,2957844,18,11,1901,1369
1370,jackson,burns,13,tubb place,,bundaberg north,6024,nsw,03 72352704,2017996,05,12,1904,1370
1371,georgia,pears,506,hattersley court,tragowel,safety beach,6107,vic,07 68636843,9482602,30,04,1974,1371
1372,kasey,,22,colvin street,wangi pt tourist park,springfield,3201,wa,07 08082346,9778637,03,09,1909,1372
1373,hugo,dawe,1,stillwell place,,bunbury,3012,qld,02 33422442,2366523,10,07,1998,1373
1374,kane,mills,192,ashburner street,,buderim,3338,nsw,07 99759009,8689655,03,09,1995,1374
1375,talissa,higgins,24,tallara parkway,,guyra,2067,vic,03 88599917,6899266,06,12,1901,1375
1376,emiily,culley,52,clift crescent,,liverpool,2763,,,8056595,15,02,1949,1376
1377,madison,lillo,28,hicks street,merunegal,toowoomba,4228,nsw,03 49110959,6240616,13,03,1992,1377
1378,joshua,heresztyn,91,stieglitz circuit,galbraith,miranda,2259,qld,03 43308380,7026815,30,05,1956,1378
1379,joel,wicklisse,8,hope street,,doonside,3152,nsw,08 81156177,9819754,23,10,1955,1379
1380,samantha,lamprey,12,ijong street,,taringa,5066,nsw,02 74093927,4573800,10,08,1970,1380
1381,david,mezzino,59,heard street,,currumbin waters,860,,03 13269860,8022234,27,03,1958,1381
1382,gemma,jones,27,lyttleton crescent,,nambour,4103,,04 51176406,5346125,29,01,1991,1382
1383,bridget,carr,6,templeton street,,northcote,2508,nsw,02 42808607,6659202,21,01,1960,1383
1384,ella,lock,26,jabanungga avenue,,flagstaff hill,5341,vic,08 06003266,3896586,24,06,1934,1384
1385,kira,backhouse,25,,bonnie doon,brunswick,6007,,08 95412279,9320919,24,06,1962,1385
1386,sarah,o'flaherty,89,rivett street,netherleigh,loch sport,5045,vic,07 00676116,1474237,06,03,1981,1386
1387,alexandra,little,36,paloona place,canberra medical ecology centre,holland park west,6027,vic,04 63810729,3927819,18,03,1968,1387
1388,lachlan,kaul,37,hartung crescent,amaroo retrmnt vlge,plumpton,2040,nsw,04 60829212,1163226,01,02,1911,1388
1389,serena,dunn,40,upton street,,northam,4880,vic,08 64476067,8653612,22,01,1901,1389
1390,mikayla,laing,9,beaumaris street,,fairfield west,4815,qld,02 88099663,7036972,27,10,1983,1390
1391,sam,mcdonald,31,knox street,wooroola,elsternwick,3125,nsw,03 95449696,1089583,08,05,1970,1391
1392,ruby,dighton,21,adair street,ron gol station,coopers plains,2763,qld,07 09757160,9584604,25,04,1933,1392
1393,matthew,ilad,398,st john crescent,telowar,byron bay,6560,,04 74576823,5178296,29,05,1908,1393
1394,emiily,taylor,7,price place,oakey park,oakleigh,2141,nsw,07 99195982,3065004,27,01,1904,1394
1395,shannon,genge,159,crowder circuit,sunnydale cottage,theodore,4557,vic,03 75147133,2855587,21,06,1952,1395
1396,jessica,russo,44,riddell court,,ascot vale,3083,qld,04 33312027,4221783,19,03,1961,1396
1397,ryan,klouth,80,badimara street,oakvale,alderley,2483,qld,03 08354237,6495257,25,06,1985,1397
1398,benjamin,ross,391,howe crescent,nelumie flats,killara,4122,nsw,08 34655855,8956888,,,,1398
1399,benjamin,chigros,2,mandurah place,,,3170,,,2538742,13,12,1955,1399
1400,,jenkins,401,garsia street,,cabramatta,2213,vic,08 65903152,7095105,14,10,1903,1400
1401,,wilson,7,broadbent street,,raby,2850,qld,08 21595428,6969739,,,,1401
1402,takeisha,jones,30,millen street,,brighton-le-sands,7310,qld,,9679265,23,05,1968,1402
1403,chase,williamson,12,birdwood street,,belmont,4160,,04 12759752,6916367,28,12,1946,1403
1404,imogen,worswick,10,limbunya street,,gosford,2906,,03 47876443,9420236,09,04,1913,1404
1405,lauren,cousins,61,barnett close,,bowning,3144,nsw,03 74228948,8739887,03,04,1964,1405
1406,emiily,olds,4,wyangala street,,toorak,2800,nsw,02 78563048,2255894,25,02,1986,1406
1407,william,bartholomaeus,37,marcus clarke street,,sunbury,7277,nsw,08 56532172,4446094,17,08,1961,1407
1408,daniel,tobitt,31,acraman place,cockatoo,conway beach,3181,nsw,08 19053699,5391015,09,09,1959,1408
1409,ella,reed,199,mackenzie street,wonbobbie,st leonards,2147,sa,04 40632142,4683613,04,03,1974,1409
1410,ethan,hobby,6,bean crescent,,paddington,2261,nsw,03 80152943,3317421,15,09,1901,1410
1411,sarah,morris,143,moir place,,boonah,4519,qld,08 59285092,9912487,12,10,1956,1411
1412,lara,skeen,65,lambrigg street,,upper mount gravatt,2145,vic,02 11229527,5896622,24,06,1994,1412
1413,sebastian,reid,119,stuart street,weaverham,bundarra,2120,wa,04 64194536,6099087,25,06,1992,1413
1414,samuel,jarrett,6,callister crescent,,forster,2299,nsw,03 51850802,4647577,09,12,1986,1414
1415,sascha,raymond,6,howard street,,cannon hill,3042,vic,02 40447997,5159848,,,,1415
1416,cambell,jones,1,prescott street,,katoomba,4870,wa,07 87391627,8700432,,,,1416
1417,luka,hargrave,51,currong street,,bendigo,3419,vic,03 65799280,9169668,,,,1417
1418,adam,youd,31,mackellar crescent,,eagle vale,4122,nsw,03 99879169,6027043,30,10,1962,1418
1419,teresa,kristiansen,29,melrose drive,,camden,4551,vic,02 14388855,7199484,12,06,1915,1419
1420,braedon,berrington,23,blair street,,chipping norton,3226,qld,07 73665550,3648991,11,11,1943,1420
1421,lachlan,tormey,12,uriarra road,,east fremantle,2110,vic,04 21350771,5719692,24,05,1940,1421
1422,claudia,loy,10,,evana,cootamundra,4034,nsw,08 41747210,8240962,05,08,1988,1422
1423,joel,davey,7,moor place,,pymble,5214,nsw,08 76287763,7533261,01,09,1908,1423
1424,amy,crack,46,,villa 3,forrestfield,2450,qld,04 18579743,5296537,09,10,1940,1424
1425,jacinta,green,208,kelleway avenue,cardwell range,lower plenty,3318,nsw,02 54968585,8688212,08,04,1989,1425
1426,jye,sproule,105,wiburd street,,kew,3051,qld,08 21039097,8125546,20,08,1917,1426
1427,shelbey,steele,12,fitzhardinge crescent,,keysborough,4300,nsw,08 63555195,2452694,18,03,1945,1427
1428,amber,rogers,5,rivett street,,heckenberg,2250,sa,03 76555398,4690924,22,08,1942,1428
1429,lachlan,mcguffin,140,osburn drive,pine leigh,bega,2234,sa,02 83882009,4546685,,,,1429
1430,mitchell,fenn,111,coghill close,,healesville,4069,qld,03 85993621,6684824,27,04,1948,1430
1431,,oliver,106,moriarty street,glengollan,fairfield,3268,vic,08 00505893,6018281,07,06,1932,1431
1432,james,dutch,7,bannerman place,,helensvale,2550,vic,08 01901631,6773140,30,09,1986,1432
1433,konstantinos,priest,271,gledden street,,cronulla,4350,nsw,02 37113317,1716359,20,08,1909,1433
1434,nathan,chun,475,draper crescent,,balmain,3690,nsw,02 48544519,2313657,,,,1434
1435,emma,lalli,0,buckley circuit,ravenlea,holland park,3805,nsw,07 08231905,5631848,13,02,1907,1435
1436,sam,pannowitch,8,piddington street,,preston west,2482,nsw,03 83718944,2575308,19,06,1996,1436
1437,connor,porteus,104,julia flynn avenue,looanga,dandenong,4815,,04 59695107,3402700,27,02,1979,1437
1438,rhys,foster,7,trumble street,,largs bay,3223,vic,08 26734984,6312705,29,12,1942,1438
1439,luke,johnson,3,mules place,,collingwood,2641,nsw,07 85090798,5652999,12,02,1976,1439
1440,eloise,bennet,14,cockle street,argyle garden vlge,dwellingup,2300,vic,02 93099941,1773442,26,02,1928,1440
1441,ethan,hogarth,19,biffin street,,geelong east,7325,qld,03 68418099,2970060,,,,1441
1442,tyler,hopkins,58,,warra creek,clayton,0,sa,04 52027533,5695562,22,10,1902,1442
1443,brigette,wright,7,macrobertson street,glencoe,jamboree heights,3155,qld,03 84420699,7986864,,,,1443
1444,alex,waye,6,clara close,,glenbrook,2568,nsw,04 35957113,3159152,21,03,1973,1444
1445,grace,mace,256,hamelin crescent,millbank vlge,morayfield,2066,act,04 07034119,9379884,10,12,1937,1445
1446,abbey,perry,3,ballow crescent,,merimbula,3072,qld,04 76468343,1144321,25,10,1995,1446
1447,samuel,bahr,2,patton place,boree,myrtle bank,2701,nsw,07 23461718,5698513,26,12,1907,1447
1448,joel,ngo,76,gascoyne circuit,,port lincoln,2794,,02 20745226,4029572,18,07,1923,1448
1449,lauren,jamieson,1,diggles street,,forestville,6152,vic,08 28947965,2735633,19,01,1977,1449
1450,jacinta,lawson,460,mountain circuit,leeian,keilor east,2229,vic,08 73705909,5322203,10,01,1906,1450
1451,olivia,moody,0,handasyde street,rowethorpe cygnet lodge,greenhill,4810,tas,08 25612718,9060926,01,03,1944,1451
1452,jessica,warren,8,kurrama close,,werribee,4815,wa,07 50547896,9253364,15,11,1973,1452
1453,sam,cingel,16,,,torquay,2340,nsw,03 73896539,4389994,17,09,1965,1453
1454,taylor,watkins,14,mccrae street,locn 1251,northwood,4674,nsw,08 30676220,4445837,17,02,1970,1454
1455,sophie,mason,6,mcclelland avenue,swan cottage homes,clyde,3207,vic,07 69089561,1852541,16,07,1975,1455
1456,samantha,klitscher,76,caladenia street,,dunlop,2026,wa,04 17571293,3403560,30,11,1954,1456
1457,kate,taylor,6,hardman street,,narrabundah,6055,tas,08 48097619,1049332,22,08,1944,1457
1458,alexander,mckay,18,maxworthy street,,frankston,2871,,02 44123445,5976954,10,09,1959,1458
1459,kade,critchley,33,,leeming retirement village,rossville,2065,vic,08 48366314,2571768,16,03,1969,1459
1460,jarred,fagan,33,leach street,,brookfield,4217,nsw,04 39456695,1769497,12,09,1901,1460
1461,tayla,burgess,4,oakey creek road,,delahey,810,nsw,04 14052500,7187368,03,06,1997,1461
1462,daniel,anderson,1044,shearer place,,northmead,4118,vic,04 10651732,7584029,29,01,1980,1462
1463,georgia,richards,13,masonic retirement vlge,cairns bay,connolly,3021,vic,03 94100517,3065217,12,07,1976,1463
1464,alexander,norsworthy,5,ebeling court,,langwarrin,3029,,02 37515827,2422147,18,02,1944,1464
1465,deakin,geary,25,gleadow street,burrapine,echuca,5022,,08 65061232,4908732,16,04,1945,1465
1466,ruby,cawley,13,pethebridge street,,kensington,2228,nsw,02 18119085,8751867,28,10,1927,1466
1467,jake,williams,14,magrath crescent,,ebenezer,6230,vic,03 12493124,6249406,27,05,1979,1467
1468,jacqueline,benson,252,alfred hill drive,,croydon,6163,qld,03 50475787,7557108,05,02,1905,1468
1469,jamie,macmahon,22,inwood place,,parafield gardens,3156,vic,07 51395099,6252393,,,,1469
1470,saara,jaensch,97,northam street,,scullin,2913,sa,02 17585149,9320248,23,02,1904,1470
1471,juliana,coombs,35,candlebark close,,guanaba,2256,qld,04 22481137,9646939,05,11,1998,1471
1472,mia,pryor,163,,,mosman,3201,nsw,08 84002124,3963281,17,10,1989,1472
1473,natassia,hibbert,570,,,beacon hill,2160,nsw,02 66460481,2777101,17,02,1987,1473
1474,teileah,smolak,31,werriwa crescent,mud crab hollow,coonabarabran,3065,vic,07 59070807,7170099,01,05,1914,1474
1475,rachel,o'may,1485,de garis place,raafa estate,scarness,6061,nsw,08 82957420,6798805,30,12,1940,1475
1476,india,morris,32,lodder place,crookhorn,surrey hills,2065,nsw,08 17657384,5012166,,,,1476
1477,eden,munro,3,bowden crescent,,mudgeeraba,3690,,02 24140632,1110913,23,10,1938,1477
1478,jacob,hinge,36,ovens street,,rooty hill,2113,nsw,02 85561367,7472615,18,04,1913,1478
1479,isabella,weatherby,1100,bennelong crescent,,coogee,2143,tas,03 78847591,2386640,02,03,1917,1479
1480,casey,sochen,76,coxen street,,castlemaine,2444,vic,07 60659539,4875039,09,09,1965,1480
1481,blake,lokvicic,22,torrens street,,gosnells,2549,wa,07 39885628,3481233,28,11,1983,1481
1482,blake,richardson,16,fairfax street,,burton,2062,vic,02 31765095,2844383,25,09,1910,1482
1483,rhys,louner,11,woodfull loop,amaroo,st albans,2170,nsw,02 50625293,9503019,30,10,1916,1483
1484,thomas,furniss,48,britten-jones drive,,new farm,3028,nsw,08 54199989,7247718,19,04,1943,1484
1485,karli,reeve,9,bettington circuit,millbank vlge,swan view,3214,,02 81783226,9518755,02,08,1918,1485
1486,madison,goodgame,80,kardang street,kanika,katoomba,4655,vic,03 38831810,8435333,14,09,1991,1486
1487,jordan,de nichilo,57,corroboree park,,como,4214,vic,08 99791102,6000823,,,,1487
1488,lochlan,perre,29,hardman street,,albion,2035,nsw,07 74483876,2500159,13,12,1901,1488
1489,jessica,richter,8,aspinall street,,o'connor,6147,qld,,1661630,25,10,1963,1489
1490,ethan,zanchetta,10,bundeela street,,bowen,4213,qld,03 44588645,2754396,,,,1490
1491,,hein,252,wilkins street,,bangalow,4114,,02 44578102,4354336,07,07,1943,1491
1492,skye,,56,ragless circuit,,deer park,3160,nsw,02 88182975,7701001,19,10,1999,1492
1493,evan,sellen,15,,,mornington,5085,nsw,03 41974978,9945086,26,06,1960,1493
1494,gemma,reardon,111,gara place,,moss vale,4152,vic,04 88153796,2374055,29,08,1918,1494
1495,benjamin,turner,160,ragless circuit,,westfield,4017,wa,02 60614224,4079739,21,07,1947,1495
1496,karlee,mccall,167,mackey place,,st marys,3191,vic,04 15695054,8918208,26,03,1983,1496
1497,jessica,fryer,36,hopegood place,golden grove,mill park,6059,nsw,03 10493561,5107101,15,08,1936,1497
1498,dylan,bateman,243,bacchus circuit,,elsternwick,2780,qld,08 15405120,5905313,15,10,1936,1498
1499,,sandow,9,pennefather street,,doncaster,3799,nsw,07 88275759,2168461,,,,1499
1500,andrew,cottnam,70,esperance street,tullamore downs,mount louisa,2170,sa,02 24309262,5945105,27,02,1981,1500
1501,sophie,sandercock,233,elkedra close,,preston,5573,vic,02 03926316,5043902,08,10,1965,1501
1502,jackson,buttfield,46,elwick place,sydenham,latrobe,3060,,08 40483496,2612932,23,02,1941,1502
1503,joshua,niciauskas,1,duncan street,mooralla studs,yarrabah,3016,qld,03 50959807,1062527,06,10,1984,1503
1504,sophie,kuo,13,tilley place,,,2170,wa,07 97114681,6121696,18,05,1903,1504
1505,molly,brandon,15,edwards street,flt 3,mays hill,2171,vic,02 97987410,4624451,21,02,1919,1505
1506,paul,antonello,10,,,altona meadows,4171,nsw,08 68165199,1272400,06,09,1975,1506
1507,joshua,young,40,pearson street,,belrose,4570,,02 16761605,9464902,19,11,1984,1507
1508,judah,levine,7,mirrool street,,doonside,3058,qld,03 29169507,5976089,05,06,1977,1508
1509,thomas,death,10,hicks street,woolachlan,woodridge,2483,nsw,04 32173817,9475380,22,04,1990,1509
1510,mitchell,zajac,56,milari street,,rooty hill,4119,sa,04 44571115,4934484,11,01,1944,1510
1511,troy,fabian,8,ashbrook street,frithwood,nedlands,4128,sa,07 63702856,3161975,30,04,1983,1511
1512,zane,hutchins,8,eyre street,rsdh 360,mirboo north,3140,vic,07 46019239,5228297,,,,1512
1513,bianca,meaburn,10,crisp circuit,,nyah west,6030,qld,02 57586836,2835337,19,03,1922,1513
1514,hayden,adams,4,falkiner place,,bundoora,3677,nsw,04 99714581,6886252,10,11,1987,1514
1515,caleb,morrison,1,finlayson place,sunstrip caravan,felixstow,4504,nsw,07 63165742,2291876,,,,1515
1516,benjamin,smith,146,werriwa crescent,ashleigh house,lyons,2250,qld,08 20332873,8134421,21,06,1977,1516
1517,chloe,appleton,2,fitchett street,latrobe retirement village,portland,5082,vic,08 76305802,5474226,02,04,1915,1517
1518,courtney,buckingham,231,barnard circuit,,rokeby,3021,,07 22704607,9315687,08,08,1941,1518
1519,joshua,nieuwhof,992,hanlon crescent,robina lakes medical centre,gympie,2800,vic,08 35582117,7616275,,,,1519
1520,alexander,fletcher,4,denovan circuit,solander,narre warren,2880,vic,04 42888532,5419763,19,05,1945,1520
1521,emiily,wilson,77,namadgi circuit,,yarram,3180,vic,,8667119,01,02,1901,1521
1522,,morgan,43,liverpool street,,kingsley,2225,tas,03 33341589,2749305,02,06,1936,1522
1523,samantha,fenton,8,mcgowen close,purton home,narrikup,3777,nsw,07 85415864,9118239,07,11,1909,1523
1524,joel,power,43,antill street,,taree,3094,qld,02 96283225,3750023,08,06,1977,1524
1525,isabelle,wilson-haffenden,128,packer street,central arcade,st albans,3166,nsw,03 14302590,5564680,11,01,1974,1525
1526,james,trimper,2,fingleton crescent,riverview residence,neutral bay,2444,vic,04 47716408,3870030,10,09,1938,1526
1527,karissa,smedley,15,maclean street,carawatha,bossley park,2031,nsw,03 07398152,3362188,19,07,1950,1527
1528,campbell,cashel,1,black street,,newlyn,2622,vic,02 41473431,6710453,,,,1528
1529,zali,o'halloran,136,edge place,,ballajura,3400,nsw,04 05247144,9292237,30,07,1927,1529
1530,connor,d'angelo,28,levine street,,gosnells,4215,qld,07 05502029,4872440,15,01,1940,1530
1531,jayden,sikkema,22,crawford crescent,kincumber village,heathcote,2020,nsw,03 89892799,7625084,03,12,1991,1531
1532,mia,moffatt,117,fawkner street,,rivervale,3875,nsw,03 12413803,8659537,04,11,1911,1532
1533,william,reynolds,162,pethebridge street,,point lonsdale,6064,vic,02 67745123,2420329,08,02,1905,1533
1534,jasper,bricely,16,william webb drive,,maroochydore,2061,qld,08 82368212,1024617,29,07,1931,1534
1535,dante,charles,43,allan street,parraweena,pyrmont,4115,,02 20284479,8759816,16,11,1985,1535
1536,madison,morris,17,mcclure street,,parap,6152,nsw,03 48438008,3788939,23,04,1956,1536
1537,delaney,schwarz,237,sentry crescent,cottingham,glen waverley,2233,sa,04 76111244,8050234,13,05,1916,1537
1538,holly,sheldon,23,chinner crescent,tam-beni,spalding,5333,sa,08 23598422,9793392,15,11,1915,1538
1539,andrew,coram,29,petterd street,,snake valley,3023,vic,02 55092762,6551470,15,12,1920,1539
1540,jordan,findlay,10,northbourne avenue,wilgaree,balmoral,6076,nsw,02 23837046,5659454,16,01,1962,1540
1541,megan,sinclair,13,symers street,barrambee,seven hills,3350,nsw,04 79519995,2100582,09,12,1915,1541
1542,abii,noden,29,medley street,figtree cottage 2,jesmond,3206,nsw,07 07165644,5231664,14,11,1992,1542
1543,brodee,johns,8,allawah flats,minimbah,engadine,6028,vic,02 04847222,2641882,20,09,1948,1543
1544,chelsea,vandermeer,1,mackenzie street,,ngunnawal,2879,vic,04 83572828,8958731,05,01,1930,1544
1545,abbey,lyons,8,rivett street,,mosman park,2074,nsw,03 71626085,3514115,16,11,1988,1545
1546,angus,,436,bragg street,,brunswick,3942,vic,04 34427750,9495991,26,02,1967,1546
1547,hayley,jenkins,33,george street,,golden square,4701,sa,04 60223506,4692024,,,,1547
1548,harrison,starke,64,abercorn crescent,,sebastopol,3134,nsw,08 87062540,6769433,10,09,1974,1548
1549,karlee,barker,10,alfred hill drive,styleway stud,footscray,5481,qld,08 93956547,3355304,30,07,1981,1549
1550,keely,bald,33,swainsona street,,cornubia,4500,nsw,02 51653802,4484383,24,04,1919,1550
1551,shakira,dier,9,waugh close,glen elgin angus stud,werribee,4510,nsw,07 55499355,3552426,12,02,1975,1551
1552,sean,dohnt,188,brunswick circuit,glenhaven,durack,2224,sa,07 82646100,8068000,21,01,1978,1552
1553,niamh,prtenjaca,20,nicholson crescent,,eastwood,5152,wa,04 23051027,8361814,13,04,1955,1553
1554,seanna,olsson,3,pocket avenue,,trangie,2539,wa,02 37449029,9953569,14,05,1956,1554
1555,jayden,bell,2,erwin place,,seymour,2647,nsw,04 23868463,2694024,15,01,1925,1555
1556,alice,seekamp,74,twamley crescent,malonga park,mapleton,2198,qld,02 23423925,5626642,09,12,1953,1556
1557,april,peters,28,dennis street,,eastlakes,3960,nsw,08 04596874,3198599,18,12,1930,1557
1558,alexandra,zamora,12,novar street,,coober pedy,4304,qld,03 94194578,4680376,07,03,1985,1558
1559,jayden,thomas,28,dumas street,thisit,mayfield,4215,,,2931844,18,05,1947,1559
1560,joshua,de haan,0,jalanga crescent,,wollongong north,5344,vic,07 01522223,5462190,02,08,1905,1560
1561,kody,barbieri,15,deamer crescent,,essendon,2607,vic,04 03648713,2760731,12,11,1909,1561
1562,deakin,keegan,91,allan street,,church point,2196,nsw,02 36638798,5937522,19,05,1932,1562
1563,tarshya,allen,3,yuranigh court,,port wakefield,6743,nsw,08 73537492,3355974,04,05,1996,1563
1564,megan,scanlan-whittaker,46,morehead street,burradoo,south perth,5112,vic,,6425253,16,08,1944,1564
1565,rachel,reid,11,maribyrnong avenue,,middle park,2194,nsw,07 40097493,2299931,11,01,1937,1565
1566,sam,haywood,0,irvine street,royal palms,wingham,5341,vic,02 32376061,6649031,07,12,1974,1566
1567,felicity,anderson,24,rohan street,caravan park,lismore,2380,nsw,03 77280636,7253799,02,09,1953,1567
1568,riley,lehmann,110,atherton street,,singleton,2034,vic,02 62508128,3490887,29,09,1951,1568
1569,brandon,ottley,80,chermside street,,middlemount,4053,,08 40930417,3194338,22,10,1912,1569
1570,ella,schwark,14,blamey crescent,aries bldg (cnr warner s street,wantirna,2330,wa,07 34454905,8197620,22,01,1959,1570
1571,marcus,batten,57,sandover circuit,,frankston,2594,qld,04 03939556,9078990,24,09,1922,1571
1572,rhys,fauser,38,beagle street,house 2 pleasant pines,spearwood,5062,qld,08 83916962,6581346,09,06,1934,1572
1573,max,twomey,12,colton place,,box hill south,2533,nsw,04 16249409,7259348,09,02,1903,1573
1574,giorgia,hall,43,brown street,legacy lodge,loganholme,3363,vic,04 77963749,2789014,24,08,1999,1574
1575,alessandria,kalisch,21,finlayson place,kymrock,bellevue heights,2040,nsw,04 47426371,1230254,27,07,1904,1575
1576,tori,beyer,12,powell street,,moorooka,4067,nsw,04 93603987,6632952,18,01,1931,1576
1577,logan,soo,31,loton place,rajamare,dalveen,2251,qld,07 24552675,2732505,17,09,1971,1577
1578,daniel,apps,126,,,colebatch,3044,tas,08 28936138,5431752,02,03,1936,1578
1579,keziah,bradley,12,kingsford smith drive,,williamstown,4034,vic,07 81852840,4902681,08,02,1964,1579
1580,abby,jones,38,dobinson place,,wonthaggi,6112,nt,,6581449,31,03,1932,1580
1581,brinley,hendry,10,chewings street,,bankstown,2145,nsw,03 19950635,7920997,15,09,1973,1581
1582,luke,fry,25,hirschfeld crescent,,horsham,3124,sa,04 34465183,6926784,19,03,1991,1582
1583,toby,mitchell,25,chipperfield circuit,rsl memorial arcade,surry hills,3938,,02 82293100,9995418,02,07,1902,1583
1584,abby,nagarajhan,2,,,highton,5253,wa,08 39485502,6971278,14,04,1950,1584
1585,thomas,finney,44,tompson street,,inverloch,4814,,04 33367503,9362776,16,04,1938,1585
1586,nikita,spillman,28,bimbiang crescent,,salisbury downs,2570,vic,04 51667944,1861200,11,10,1973,1586
1587,david,gerschwitz,11,gatehouse place,,belmont,2171,nsw,04 71741598,4811678,05,08,1908,1587
1588,marley,hopgood,94,mundang crescent,lumley,bunbury,6056,,03 63454711,9424424,22,06,1920,1588
1589,kane,bayley,33,,,salisbury east,7018,qld,03 70808301,6272133,11,11,1964,1589
1590,emiily,ye,125,balala place,,babinda,4503,act,03 34050263,1344745,27,11,1978,1590
1591,ella,averay,4,antill street,glentrevor,noble park,2086,qld,07 45552686,5342967,18,09,1943,1591
1592,zara,elphinstone,54,badimara street,,karratha,6503,sa,03 60053744,6205276,21,03,1910,1592
1593,natassia,,2,carstensz street,war veterans hme,brunswick,5039,nsw,04 96202526,7279992,08,07,1977,1593
1594,catherine,powe,1,hobday place,tonara,holland park west,4121,,02 88130786,5694371,29,10,1942,1594
1595,taliah,stevens,178,foxall street,,golden beach,3030,qld,03 71095623,4694934,27,08,1962,1595
1596,joshua,marshall,7,rapanea street,,windsor south,3941,qld,03 03917691,2435101,11,08,1958,1596
1597,simone,brougham,32,hutcheson street,warrigal,thornlie,3139,nsw,07 33661492,5170482,13,02,1948,1597
1598,ella,james,43,hinton place,,warrnambool,6152,wa,02 83810352,8535406,26,11,1913,1598
1599,abbey,itsines,48,wakelin circuit,,cranbrook,3075,,07 22721101,3361051,04,11,1934,1599
1600,jayden,rushby,31,tilden place,hilltop hostel,bateau bay,3058,qld,02 80021221,5202153,27,09,1990,1600
1601,matthew,wright,12,mcmillan crescent,haystack,umina,6237,vic,02 16966848,6599354,29,10,1971,1601
1602,breeanne,spain,9,gascoyne circuit,,elsternwick,4564,wa,02 30141083,7280555,03,11,1982,1602
1603,max,rutherford,22,magenta square,point cook,murbko,4702,nsw,03 87046422,4261968,17,09,1937,1603
1604,tyron,dewar,1,griver place,,port lincoln,3147,sa,03 37948175,8713884,25,06,1986,1604
